X,Y,Name (ชื่อ),Description (คำอธิบาย),Problem (ปัญหา),Project (โครงการ),Solution (การแก้ไข),Type of Problem (ประเภทปัญหา),District (เขต),Status (สถานะดำเนินการ),ข้อมูลจาก,mapbox icon
100.577662,13.843446,77. ถนนพหลโยธิน หน้ามหาวิทยาลัยเกษตรศาสตร์,,,,,,จตุจักร,อยู่ระหว่างสำรวจออกแบบ,สนน.,ocp_rain.svg
100.581319,13.834869,78. ถนนเสนานิคม 1 จากถนนพหลโยธิน ถึงคลองลาดพร้าว,,,"1.ขุดลอกคลองบางเขน จากสถานีสูบน้ำคลองบางเขนใหม่ ถึงคลองลาดพร้าว
2.ขุดลอกคลองวัดตึก จากถนนลาดพร้าว ถึงคลองแสนแสบ
3.ขุดลอกคลองชวดใหญ่ จากคลองลาดพร้าว ถึงคลองสามเสน",,,จตุจักร,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.500093,13.699936,79. ถนนเจริญกรุง จากแยกถนนตก ถึงวัดราชสิงขร,,,,,,บางคอแหลม,อยู่ระหว่างสำรวจออกแบบ,สนน.,ocp_rain.svg
100.673889,13.719611,80. ถนนอ่อนนุช จากลำรางสุเหร่าทางควาย ถึงซอยอ่อนนุช 59,,,,,,ประเวศ,อยู่ระหว่างสำรวจออกแบบ,สนน.,ocp_rain.svg
100.646944,13.677806,81. ถนนเฉลิมพระเกียรติ ร.9 แยกศรีอุดม,,,"1. ขุดลอกคลองมะขามเทศ จากคลองจรเข้ขบถึงคลองหนองบอน พื้นที่เขตประเวศ งบ 65 เพิ่มเติม , ทันฝนนี้
2. ขุดลอกคลองปลัดเปรียง จากคลองมะขามเทศถึงคลองสาหร่าย พื้นที่เขตประเวศ 65 เพิ่มเติม , ทันฝนนี้",,,ประเวศ,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.671611,13.693,82. ถนนเฉลิมพระเกียรติ ร.9 จากบึงหนองบอนถึงคลองปลัดเปรียง,,,"1. ขุดลอกคลองมะขามเทศ จากคลองจรเข้ขบถึงคลองหนองบอน พื้นที่เขตประเวศ งบ 65 เพิ่มเติม  , ทันฝนนี้
2. ขุดลอกคลองปลัดเปรียง จากคลองมะขามเทศถึงคลองสาหร่าย พื้นที่เขตประเวศ 65 เพิ่มเติม  , ทันฝนนี้
3. ก่อสร้างทำนบกั้นน้ำ แนวคลองพระโขนงและคลองประเวศบุรีรมย์ 66 เพิ่มเติม  , ไม่ทันฝนนี้
4. โครงการก่อสร้างเขื่อน ค.ส.ล. คลองหนองบอน จากบริเวณคลองประเวศบุรีรมย์ถึงบึงหนองบอน 67  , ไม่ทันฝนนี้
5. โครงการก่อสร้างอุโมงค์ระบายน้ำจากบึงหนองบอนลงสู่แม่น้ำเจ้าพระยา งบ 58 , ไม่ทันฝนนี้",,,ประเวศ,เสร็จไม่ทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.569956,13.72439,83. สุขุมวิท 26 จากถนนสุขุมวิท ถึงถนนพระรามที่ 4,,,"1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.)
2. งานปรับปรุงระบบระบายน้ำถนนพระรามที่ 4 ถนนเกษมราษฎร์ ตอนลงคลองหัวลำโพง",,,คลองเตย,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.563758,13.715343,84. ถนนสุนทรโกษา ช่วงแยก ณ ระนอง - กรมศุลกากร,,,"1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.)
2. ก่อสร้างระบบระบายน้ำถนนสุนทรโกษาและถนนเกษมราษฎร์ ตอนลงคลองหัวลำโพง",,,คลองเตย,เสร็จไม่ทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.557669,13.717279,85. ถนนพระราม 3 บริเวณตลาดฮ่องกงปีนัง ถึงแยก ณ ระนอง,,,"1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.)
2. งานปรับปรุงระบบระบายน้ำถนนพระรามที่ 4 ถนนเกษมราษฎร์ ตอนลงคลองหัวลำโพง",,,คลองเตย,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.585784,13.712826,86. ถนนพระราม 4 จากแยกสุขุมวิท ถึงแยกถนนเกษมราษฎร์,,,"1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.)
2. งานปรับปรุงระบบระบายน้ำถนนพระรามที่ 4 ถนนเกษมราษฎร์ ตอนลงคลองหัวลำโพง",,,คลองเตย,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.578352,13.711412,"87. ถนนอาจณรงค์ จากช่วงหน้าการท่าเรือฝั่งขาออกใต้สะพานทางด่วน (ชุมชนล็อค 7,8) ถึงสะพานข้ามคลองหัวลำโพง",,,1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.),,,คลองเตย,เสร็จทันน้ำฝนนี้,สนน.,ocp_rain.svg
100.560964,13.734872,88. ถนนรัชดาภิเษก จากช่วงโค้งก่อนถึงอโศก-สุขุมวิท (ฝั่งขาเข้า),,,1.โครงการปรับปรุงเพิ่มประสิทธิภาพสถานีสูบน้ำคลองเตย (สคน.),,,คลองเตย,อยู่ระหว่างสำรวจออกแบบ,สนน.,ocp_rain.svg
